id,label,properties
134,command,"{""﻿commandment_number"": ""134"", ""commandment_concept"": ""A man who slanders his wife with accusations of adultery must remain married to his wife"", ""commandment_polarity"": ""P"", ""reference_id"": ""DEU 22:19"", ""scripture_english"": ""and they shall fine him a hundred shekels of silver and give it to the girl's father, because he publicly defamed a virgin of Israel. And she shall remain his wife; he cannot divorce her all his days."", ""scripture_hebrew"": ""יט וְעָנְשׁוּ אֹתוֹ מֵאָה כֶסֶף, וְנָתְנוּ לַאֲבִי הַנַּעֲרָה--כִּי הוֹצִיא שֵׁם רָע, עַל בְּתוּלַת יִשְׂרָאֵל; וְלוֹ-תִהְיֶה לְאִשָּׁה, לֹא-יוּכַל לְשַׁלְּחָהּ כָּל-יָמָיו. {ס}"", ""scripture_greek"": ""19 καὶ ζημιώσουσιν αὐτὸν ἑκατὸν σίκλους καὶ δώσουσιν τῷ πατρὶ τῆς νεάνιδος, ὅτι ἐξήνεγκεν ὄνομα πονηρὸν ἐπὶ παρθένον Ισραηλῖτιν· καὶ αὐτοῦ ἔσται γυνή, οὐ δυνήσεται ἐξαποστεῖλαι αὐτὴν τὸν ἅπαντα χρόνον.  "", ""scripture_parashah"": ""Ki Tetze"", ""sefer_hachinuch_number"": ""553"", ""mishneh_torah_book_number"": ""4"", ""mishneh_torah_book_name"": ""Women"", ""mishneh_torah_category"": ""Virgin Maiden"", ""p119f_category"": ""Marriage and Family""}"
135,command,"{""﻿commandment_number"": ""135"", ""commandment_concept"": ""A man who slanders his wife with accusations of adultery must not divorce her"", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 22:19"", ""scripture_english"": ""and they shall fine him a hundred shekels of silver and give it to the girl's father, because he publicly defamed a virgin of Israel. And she shall remain his wife; he cannot divorce her all his days."", ""scripture_hebrew"": ""  וְעָנְשׁוּ אֹתוֹ מֵאָה כֶסֶף וְנָתְנוּ לַאֲבִי הַנַּעֲרָה כִּי הוֹצִיא שֵׁם רָע עַל בְּתוּלַת יִשְׂרָאֵל וְלוֹ־תִהְיֶה לְאִשָּׁה לֹא־יוּכַל לְשַּׁלְּחָהּ‪[Q]‬‪[n]‬‪[p]‬ כָּל־יָמָיו׃ ס ‬"", ""scripture_greek"": ""καὶ ζημιώσουσιν αὐτὸν ἑκατὸν σίκλους καὶ δώσουσιν τῷ πατρὶ τῆς νεάνιδος ὅτι ἐξήνεγκεν ὄνομα πονηρὸν ἐπὶ παρθένον ισραηλῖτιν καὶ αὐτοῦ ἔσται γυνή οὐ δυνήσεται ἐξαποστεῖλαι αὐτὴν τὸν ἅπαντα χρόνον"", ""scripture_parashah"": ""Ki Tetze"", ""sefer_hachinuch_number"": ""554"", ""mishneh_torah_book_number"": ""4"", ""mishneh_torah_book_name"": ""Women"", ""mishneh_torah_category"": ""Virgin Maiden"", ""p119f_category"": ""Marriage and Family""}"
136,command,"{""﻿commandment_number"": ""136"", ""commandment_concept"": ""Fulfill the laws of the woman suspected of adultery"", ""commandment_polarity"": ""P"", ""reference_id"": ""NUM 5:30"", ""scripture_english"": ""or when a spirit of jealousy comes over a man and he is jealous of his wife, he shall then make the woman stand before the LORD, and the priest shall apply all this law to her."", ""scripture_hebrew"": ""ל אוֹ אִישׁ, אֲשֶׁר תַּעֲבֹר עָלָיו רוּחַ קִנְאָה--וְקִנֵּא אֶת-אִשְׁתּוֹ; וְהֶעֱמִיד אֶת-הָאִשָּׁה, לִפְנֵי יְהוָה, וְעָשָׂה לָהּ הַכֹּהֵן, אֵת כָּל-הַתּוֹרָה הַזֹּאת."", ""scripture_greek"": ""30 ἢ ἄνθρωπος, ᾧ ἐὰν ἐπέλθῃ ἐπ᾿ αὐτὸν πνεῦμα ζηλώσεως καὶ ζηλώσῃ τὴν γυναῖκα αὐτοῦ, καὶ στήσει τὴν γυναῖκα αὐτοῦ ἔναντι κυρίου, καὶ ποιήσει αὐτῇ ὁ ἱερεὺς πάντα τὸν νόμον τοῦτον·  "", ""scripture_parashah"": ""Naso"", ""sefer_hachinuch_number"": ""365"", ""mishneh_torah_book_number"": ""4"", ""mishneh_torah_book_name"": ""Women"", ""mishneh_torah_category"": ""Woman Suspected of Adultery"", ""p119f_category"": ""Marriage and Family""}"
137,command,"{""﻿commandment_number"": ""137"", ""commandment_concept"": ""Do not put oil on the meal offering of a woman suspected of adultery"", ""commandment_polarity"": ""N"", ""reference_id"": ""NUM 5:15"", ""scripture_english"": ""the man shall then bring his wife to the priest, and shall bring as an offering for her one-tenth of an ephah of barley meal; he shall not pour oil on it nor put frankincense on it, for it is a grain offering of jealousy, a grain offering of memorial, a reminder of iniquity."", ""scripture_hebrew"": ""טו וְהֵבִיא הָאִישׁ אֶת-אִשְׁתּוֹ, אֶל-הַכֹּהֵן, וְהֵבִיא אֶת-קָרְבָּנָהּ עָלֶיהָ, עֲשִׂירִת הָאֵיפָה קֶמַח שְׂעֹרִים; לֹא-יִצֹק עָלָיו שֶׁמֶן, וְלֹא-יִתֵּן עָלָיו לְבֹנָה--כִּי-מִנְחַת קְנָאֹת הוּא, מִנְחַת זִכָּרוֹן מַזְכֶּרֶת עָו‍ֹן."", ""scripture_greek"": ""15 καὶ ἄξει ὁ ἄνθρωπος τὴν γυναῖκα αὐτοῦ πρὸς τὸν ἱερέα καὶ προσοίσει τὸ δῶρον περὶ αὐτῆς τὸ δέκατον τοῦ οιφι ἄλευρον κρίθινον, οὐκ ἐπιχεεῖ ἐπ᾿ αὐτὸ ἔλαιον οὐδὲ ἐπιθήσει ἐπ᾿ αὐτὸ λίβανον, ἔστιν γὰρ θυσία ζηλοτυπίας, θυσία μνημοσύνου ἀναμιμνήσκουσα ἁμαρτίαν.  "", ""scripture_parashah"": ""Naso"", ""sefer_hachinuch_number"": ""366"", ""mishneh_torah_book_number"": ""4"", ""mishneh_torah_book_name"": ""Women"", ""mishneh_torah_category"": ""Woman Suspected of Adultery"", ""p119f_category"": ""Marriage and Family""}"
138,command,"{""﻿commandment_number"": ""138"", ""commandment_concept"": ""Do not put frankincense on the meal offering of a woman suspected of adultery"", ""commandment_polarity"": ""N"", ""reference_id"": ""NUM 5:15"", ""scripture_english"": ""the man shall then bring his wife to the priest, and shall bring as an offering for her one-tenth of an ephah of barley meal; he shall not pour oil on it nor put frankincense on it, for it is a grain offering of jealousy, a grain offering of memorial, a reminder of iniquity."", ""scripture_hebrew"": ""  וְהֵבִיא הָאִישׁ אֶת־אִשְׁתּוֹ אֶל־הַכֹּהֵן וְהֵבִיא אֶת־קָרְבָּנָהּ עָלֶיהָ עֲשִׂירִת הָאֵיפָה קֶמַח שְׂעֹרִים לֹא־יִצֹק עָלָיו שֶׁמֶן וְלֹא־יִתֵּן עָלָיו לְבֹנָה כִּי־מִנְחַת קְנָאֹת הוּא מִנְחַת זִכָּרוֹן מַזְכֶּרֶת עָוֺן׃ ‬"", ""scripture_greek"": ""καὶ ἄξει ὁ ἄνθρωπος τὴν γυναῖκα αὐτοῦ πρὸς τὸν ἱερέα καὶ προσοίσει τὸ δῶρον περὶ αὐτῆς τὸ δέκατον τοῦ οιφι ἄλευρον κρίθινον οὐκ ἐπιχεεῖ ἐπ' αὐτὸ ἔλαιον οὐδὲ ἐπιθήσει ἐπ' αὐτὸ λίβανον ἔστιν γὰρ θυσία ζηλοτυπίας θυσία μνημοσύνου ἀναμιμνήσκουσα ἁμαρτίαν"", ""scripture_parashah"": ""Naso"", ""sefer_hachinuch_number"": ""367"", ""mishneh_torah_book_number"": ""4"", ""mishneh_torah_book_name"": ""Women"", ""mishneh_torah_category"": ""Woman Suspected of Adultery"", ""p119f_category"": ""Marriage and Family""}"
139,command,"{""﻿commandment_number"": ""139"", ""commandment_concept"": ""Do not have sexual relations with your mother "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:7"", ""scripture_english"": ""'You shall not uncover the nakedness of your father, that is, the nakedness of your mother. She is your mother; you are not to uncover her nakedness."", ""scripture_hebrew"": ""ז עֶרְוַת אָבִיךָ וְעֶרְוַת אִמְּךָ, לֹא תְגַלֵּה: אִמְּךָ הִוא, לֹא תְגַלֶּה עֶרְוָתָהּ. {ס}"", ""scripture_greek"": ""7 ἀσχημοσύνην πατρός σου καὶ ἀσχημοσύνην μητρός σου οὐκ ἀποκαλύψεις· μήτηρ γάρ σού ἐστιν, καὶ οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῆς.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""190"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
140,command,"{""﻿commandment_number"": ""140"", ""commandment_concept"": ""Do not have sexual relations with your father's wife "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:8"", ""scripture_english"": ""'You shall not uncover the nakedness of your father's wife; it is your father's nakedness."", ""scripture_hebrew"": ""ח עֶרְוַת אֵשֶׁת-אָבִיךָ, לֹא תְגַלֵּה: עֶרְוַת אָבִיךָ, הִוא. {ס}"", ""scripture_greek"": ""8 ἀσχημοσύνην γυναικὸς πατρός σου οὐκ ἀποκαλύψεις· ἀσχημοσύνη πατρός σού ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""191"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
141,command,"{""﻿commandment_number"": ""141"", ""commandment_concept"": ""Do not have sexual relations with your sister "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:9"", ""scripture_english"": ""The nakedness of your sister, either your father's daughter or your mother's daughter, whether born at home or born outside, their nakedness you shall not uncover."", ""scripture_hebrew"": ""ט עֶרְוַת אֲחוֹתְךָ בַת-אָבִיךָ, אוֹ בַת-אִמֶּךָ, מוֹלֶדֶת בַּיִת, אוֹ מוֹלֶדֶת חוּץ--לֹא תְגַלֶּה, עֶרְוָתָן. {ס}"", ""scripture_greek"": ""9 ἀσχημοσύνην τῆς ἀδελφῆς σου ἐκ πατρός σου ἢ ἐκ μητρός σου, ἐνδογενοῦς ἢ γεγεννημένης ἔξω, οὐκ ἀποκαλύψεις ἀσχημοσύνην αὐτῆς.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""192"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
142,command,"{""﻿commandment_number"": ""142"", ""commandment_concept"": ""Do not have sexual relations with your father's wife's daughter "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:11"", ""scripture_english"": ""'The nakedness of your father's wife's daughter, born to your father, she is your sister, you shall not uncover her nakedness."", ""scripture_hebrew"": ""יא עֶרְוַת בַּת-אֵשֶׁת אָבִיךָ מוֹלֶדֶת אָבִיךָ, אֲחוֹתְךָ הִוא--לֹא תְגַלֶּה, עֶרְוָתָהּ. {ס}"", ""scripture_greek"": ""11 ἀσχημοσύνην θυγατρὸς γυναικὸς πατρός σου οὐκ ἀποκαλύψεις· ὁμοπατρία ἀδελφή σού ἐστιν, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῆς.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""196"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
143,command,"{""﻿commandment_number"": ""143"", ""commandment_concept"": ""Do not have sexual relations with your son's daughter "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:10"", ""scripture_english"": ""'The nakedness of your son's daughter or your daughter's daughter, their nakedness you shall not uncover; for their nakedness is yours."", ""scripture_hebrew"": ""י עֶרְוַת בַּת-בִּנְךָ אוֹ בַת-בִּתְּךָ, לֹא תְגַלֶּה עֶרְוָתָן: כִּי עֶרְוָתְךָ, הֵנָּה. {ס}"", ""scripture_greek"": ""10 ἀσχημοσύνην θυγατρὸς υἱοῦ σου ἢ θυγατρὸς θυγατρός σου, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῶν, ὅτι σὴ ἀσχημοσύνη ἐστίν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""193"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
144,command,"{""﻿commandment_number"": ""144"", ""commandment_concept"": ""Do not have sexual relations with your daughter "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:6"", ""scripture_english"": ""'None of you shall approach any blood relative of his to uncover nakedness; I am the LORD."", ""scripture_hebrew"": ""ו אִישׁ אִישׁ אֶל-כָּל-שְׁאֵר בְּשָׂרוֹ, לֹא תִקְרְבוּ לְגַלּוֹת עֶרְוָה: אֲנִי, יְהוָה. {ס}"", ""scripture_greek"": ""6 Ἄνθρωπος ἄνθρωπος πρὸς πάντα οἰκεῖα σαρκὸς αὐτοῦ οὐ προσελεύσεται ἀποκαλύψαι ἀσχημοσύνην· ἐγὼ κύριος.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""195"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
145,command,"{""﻿commandment_number"": ""145"", ""commandment_concept"": ""Do not have sexual relations with your daughter's daughter "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:10"", ""scripture_english"": ""'The nakedness of your son's daughter or your daughter's daughter, their nakedness you shall not uncover; for their nakedness is yours."", ""scripture_hebrew"": ""  עֶרְוַת בַּת־בִּנְךָ אוֹ בַת־בִּתְּךָ לֹא תְגַלֶּה עֶרְוָתָן כִּי עֶרְוָתְךָ הֵנָּה׃ ס ‬"", ""scripture_greek"": ""ἀσχημοσύνην θυγατρὸς υἱοῦ σου ἢ θυγατρὸς θυγατρός σου οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῶν ὅτι σὴ ἀσχημοσύνη ἐστίν"", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""194"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
146,command,"{""﻿commandment_number"": ""146"", ""commandment_concept"": ""Do not have sexual relations with a woman and her daughter "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:17"", ""scripture_english"": ""'You shall not uncover the nakedness of a woman and of her daughter, nor shall you take her son's daughter or her daughter's daughter, to uncover her nakedness; they are blood relatives. It is lewdness."", ""scripture_hebrew"": ""יז עֶרְוַת אִשָּׁה וּבִתָּהּ, לֹא תְגַלֵּה: אֶת-בַּת-בְּנָהּ וְאֶת-בַּת-בִּתָּהּ, לֹא תִקַּח לְגַלּוֹת עֶרְוָתָהּ--שַׁאֲרָה הֵנָּה, זִמָּה הִוא."", ""scripture_greek"": ""17 ἀσχημοσύνην γυναικὸς καὶ θυγατρὸς αὐτῆς οὐκ ἀποκαλύψεις· τὴν θυγατέρα τοῦ υἱοῦ αὐτῆς καὶ τὴν θυγατέρα τῆς θυγατρὸς αὐτῆς οὐ λήμψῃ ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῶν· οἰκεῖαι γάρ σού εἰσιν, ἀσέβημά ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""203"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
147,command,"{""﻿commandment_number"": ""147"", ""commandment_concept"": ""Do not have sexual relations with a woman and her son's daughter "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:17"", ""scripture_english"": ""'You shall not uncover the nakedness of a woman and of her daughter, nor shall you take her son's daughter or her daughter's daughter, to uncover her nakedness; they are blood relatives. It is lewdness."", ""scripture_hebrew"": ""  עֶרְוַת אִשָּׁה וּבִתָּהּ לֹא תְגַלֵּה אֶת־בַּת־בְּנָהּ וְאֶת־בַּת־בִּתָּהּ לֹא תִקַּח לְגַלּוֹת עֶרְוָתָהּ שַׁאֲרָה הֵנָּה זִמָּה הִוא‪[1]‬ ‬"", ""scripture_greek"": ""ἀσχημοσύνην γυναικὸς καὶ θυγατρὸς αὐτῆς οὐκ ἀποκαλύψεις τὴν θυγατέρα τοῦ υἱοῦ αὐτῆς καὶ τὴν θυγατέρα τῆς θυγατρὸς αὐτῆς οὐ λήμψῃ ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῶν οἰκεῖαι γάρ σού εἰσιν ἀσέβημά ἐστιν"", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""204"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
148,command,"{""﻿commandment_number"": ""148"", ""commandment_concept"": ""Do not have sexual relations with a woman and her daughter's daughter "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:17"", ""scripture_english"": ""'You shall not uncover the nakedness of a woman and of her daughter, nor shall you take her son's daughter or her daughter's daughter, to uncover her nakedness; they are blood relatives. It is lewdness."", ""scripture_hebrew"": ""  עֶרְוַת אִשָּׁה וּבִתָּהּ לֹא תְגַלֵּה אֶת־בַּת־בְּנָהּ וְאֶת־בַּת־בִּתָּהּ לֹא תִקַּח לְגַלּוֹת עֶרְוָתָהּ שַׁאֲרָה הֵנָּה זִמָּה הִוא‪[1]‬ ‬"", ""scripture_greek"": ""ἀσχημοσύνην γυναικὸς καὶ θυγατρὸς αὐτῆς οὐκ ἀποκαλύψεις τὴν θυγατέρα τοῦ υἱοῦ αὐτῆς καὶ τὴν θυγατέρα τῆς θυγατρὸς αὐτῆς οὐ λήμψῃ ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῶν οἰκεῖαι γάρ σού εἰσιν ἀσέβημά ἐστιν"", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""205"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
149,command,"{""﻿commandment_number"": ""149"", ""commandment_concept"": ""Do not have sexual relations with your father's sister "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:12"", ""scripture_english"": ""'You shall not uncover the nakedness of your father's sister; she is your father's blood relative."", ""scripture_hebrew"": ""יב עֶרְוַת אֲחוֹת-אָבִיךָ, לֹא תְגַלֵּה: שְׁאֵר אָבִיךָ, הִוא. {ס}"", ""scripture_greek"": ""12 ἀσχημοσύνην ἀδελφῆς πατρός σου οὐκ ἀποκαλύψεις· οἰκεία γὰρ πατρός σού ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""197"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
150,command,"{""﻿commandment_number"": ""150"", ""commandment_concept"": ""Do not have sexual relations with your mother's sister "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:13"", ""scripture_english"": ""'You shall not uncover the nakedness of your mother's sister, for she is your mother's blood relative."", ""scripture_hebrew"": ""יג עֶרְוַת אֲחוֹת-אִמְּךָ, לֹא תְגַלֵּה: כִּי-שְׁאֵר אִמְּךָ, הִוא. {ס}"", ""scripture_greek"": ""13 ἀσχημοσύνην ἀδελφῆς μητρός σου οὐκ ἀποκαλύψεις· οἰκεία γὰρ μητρός σού ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""198"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
151,command,"{""﻿commandment_number"": ""151"", ""commandment_concept"": ""Do not have sexual relations with your father's brother's wife "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:14"", ""scripture_english"": ""'You shall not uncover the nakedness of your father's brother; you shall not approach his wife, she is your aunt."", ""scripture_hebrew"": ""יד עֶרְוַת אֲחִי-אָבִיךָ, לֹא תְגַלֵּה: אֶל-אִשְׁתּוֹ לֹא תִקְרָב, דֹּדָתְךָ הִוא. {ס}"", ""scripture_greek"": ""14 ἀσχημοσύνην ἀδελφοῦ τοῦ πατρός σου οὐκ ἀποκαλύψεις καὶ πρὸς τὴν γυναῖκα αὐτοῦ οὐκ εἰσελεύσῃ· συγγενὴς γάρ σού ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""200"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
152,command,"{""﻿commandment_number"": ""152"", ""commandment_concept"": ""Do not have sexual relations with your son's wife "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:15"", ""scripture_english"": ""'You shall not uncover the nakedness of your daughter-in-law; she is your son's wife, you shall not uncover her nakedness."", ""scripture_hebrew"": ""טו עֶרְוַת כַּלָּתְךָ, לֹא תְגַלֵּה: אֵשֶׁת בִּנְךָ הִוא, לֹא תְגַלֶּה עֶרְוָתָהּ. {ס}"", ""scripture_greek"": ""15 ἀσχημοσύνην νύμφης σου οὐκ ἀποκαλύψεις· γυνὴ γὰρ υἱοῦ σού ἐστιν, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῆς.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""201"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
153,command,"{""﻿commandment_number"": ""153"", ""commandment_concept"": ""Do not have sexual relations with your brother's wife "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:16"", ""scripture_english"": ""'You shall not uncover the nakedness of your brother's wife; it is your brother's nakedness."", ""scripture_hebrew"": ""טז עֶרְוַת אֵשֶׁת-אָחִיךָ, לֹא תְגַלֵּה: עֶרְוַת אָחִיךָ, הִוא. {ס}"", ""scripture_greek"": ""16 ἀσχημοσύνην γυναικὸς ἀδελφοῦ σου οὐκ ἀποκαλύψεις· ἀσχημοσύνη ἀδελφοῦ σού ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""202"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
154,command,"{""﻿commandment_number"": ""154"", ""commandment_concept"": ""Do not have sexual relations with your wife's sister "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:18"", ""scripture_english"": ""'You shall not marry a woman in addition to her sister as a rival while she is alive, to uncover her nakedness."", ""scripture_hebrew"": ""יח וְאִשָּׁה אֶל-אֲחֹתָהּ, לֹא תִקָּח: לִצְרֹר, לְגַלּוֹת עֶרְוָתָהּ עָלֶיהָ--בְּחַיֶּיהָ."", ""scripture_greek"": ""18 γυναῖκα ἐπὶ ἀδελφῇ αὐτῆς οὐ λήμψῃ ἀντίζηλον ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῆς ἐπ᾿ αὐτῇ ἔτι ζώσης αὐτῆς.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""206"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
155,command,"{""﻿commandment_number"": ""155"", ""commandment_concept"": ""A man must not have sexual relations with an animal "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:23"", ""scripture_english"": ""'Also you shall not have intercourse with any animal to be defiled with it, nor shall any woman stand before an animal to mate with it; it is a perversion."", ""scripture_hebrew"": ""כג וּבְכָל-בְּהֵמָה לֹא-תִתֵּן שְׁכָבְתְּךָ, לְטָמְאָה-בָהּ; וְאִשָּׁה, לֹא-תַעֲמֹד לִפְנֵי בְהֵמָה לְרִבְעָהּ--תֶּבֶל הוּא."", ""scripture_greek"": ""23 καὶ πρὸς πᾶν τετράπουν οὐ δώσεις τὴν κοίτην σου εἰς σπερματισμὸν ἐκμιανθῆναι πρὸς αὐτό, καὶ γυνὴ οὐ στήσεται πρὸς πᾶν τετράπουν βιβασθῆναι· μυσερὸν γάρ ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""210"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
156,command,"{""﻿commandment_number"": ""156"", ""commandment_concept"": ""A woman must not have sexual relations with an animal "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:23"", ""scripture_english"": ""'Also you shall not have intercourse with any animal to be defiled with it, nor shall any woman stand before an animal to mate with it; it is a perversion."", ""scripture_hebrew"": ""  וּבְכָל־בְּהֵמָה לֹא־תִתֵּן שְׁכָבְתְּךָ לְטָמְאָה־בָהּ וְאִשָּׁה לֹא־תַעֲמֹד לִפְנֵי בְהֵמָה לְרִבְעָהּ תֶּבֶל הוּא׃ ‬"", ""scripture_greek"": ""καὶ πρὸς πᾶν τετράπουν οὐ δώσεις τὴν κοίτην σου εἰς σπερματισμὸν ἐκμιανθῆναι πρὸς αὐτό καὶ γυνὴ οὐ στήσεται πρὸς πᾶν τετράπουν βιβασθῆναι μυσερὸν γάρ ἐστιν"", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""211"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
157,command,"{""﻿commandment_number"": ""157"", ""commandment_concept"": ""Do not have homosexual sexual relations "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 18:22"", ""scripture_english"": ""'You shall not lie with a male as one lies with a female; it is an abomination."", ""scripture_hebrew"": ""כב וְאֶת-זָכָר--לֹא תִשְׁכַּב, מִשְׁכְּבֵי אִשָּׁה: תּוֹעֵבָה, הִוא."", ""scripture_greek"": ""22 καὶ μετὰ ἄρσενος οὐ κοιμηθήσῃ κοίτην γυναικός· βδέλυγμα γάρ ἐστιν.  "", ""scripture_parashah"": ""Acharei Mot"", ""sefer_hachinuch_number"": ""209"", ""mishneh_torah_book_number"": ""5"", ""mishneh_torah_book_name"": ""Holiness"", ""mishneh_torah_category"": ""Forbidden Sexual Relations"", ""p119f_category"": ""Forbidden Sexual Relationships""}"
